"id","year","state_name","state_code","district_name","district_code","registration_circles","murder_with_rape_gang_rape","dowry_deaths","abetment_to_suicide_of_women","miscarriage","acid_attack","attempt_to_acid_attack","cruelty_by_husband_or_his_relatives","kidnapping_and_abduction","kidnapping_abduction_in_order_to_murder","kidnapping_for_ransom","kidnp_and_abductn_of_women_above_18_for_marrg","kidnp_and_abductn_of_girls_below_18_for_marrg","procuration_of_minor_girls","importation_of_girls_from_foreign","kidnapping_and_abduction_of_women_others","human_trafficking","selling_of_minor_girls","buying_of_minor_girls","rape_women_above_18","rape_girls_below_18","attempt_to_commit_rape_above_18","attempt_to_commit_rape_girls_below_18","assault_on_womenabove_18","assault_on_women_below_18","insult_to_the_modesty_of_women_above_18","insult_to_the_modesty_of_women_below_18","dowry_prohibition","procuring_inducing_children_for_the_sake_of_prostitution","detaining_a_prsn_in_premises_where_prost_is_carried","prostitution_in_or_in_the_vicinity_of_public_places","seducing_or_soliciting_for_purpose_of_prostitution","other_sections_under_itp_act","protection_of_women_from_domestic_violence","publshng_or_transmitting_of_sexually_explicit_mtrl","other_women_centric_cyber_crimes","child_rape","sexual_assault_of_children","child_sexual_harassment","use_of_child_for_pornography","offences_of_pocso_act","pocso_act_unnatural_offences","indecent_representation_of_women"
3333,"2020","Jammu And Kashmir","01","Pulwama","011","Awantipora",0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,"",15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3334,"2020","Jammu And Kashmir","01","Bandipora","623","Bandipora",0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,"",20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3335,"2020","Jammu And Kashmir","01","Baramulla","003","Baramulla",0.0,0.0,0.0,0.0,0.0,0.0,17.0,30.0,0.0,"",37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,116.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
3336,"2020","Jammu And Kashmir","01","Budgam","002","Budgam",0.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,"",41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
3337,"2020","Jammu And Kashmir","01","Jammu","005","Crime Jammu",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3338,"2020","Jammu And Kashmir","01","Srinagar","013","Crime Srinagar",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3339,"2020","Jammu And Kashmir","01","Doda","004","Doda",0.0,0.0,0.0,0.0,0.0,0.0,18.0,17.0,0.0,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,2.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3340,"2020","Jammu And Kashmir","01","Ganderbal","626","Ganderbal",0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,"",13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,16.0,1.0,2.0,0.0,0.0,0.0,0.0
3341,"2020","Jammu And Kashmir","01","Kupwara","008","Handwara",0.0,0.0,1.0,0.0,0.0,0.0,7.0,19.0,0.0,"",13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
3342,"2020","Jammu And Kashmir","01","Jammu","005","Jammu",0.0,6.0,3.0,0.0,0.0,0.0,49.0,0.0,0.0,"",0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,98.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,4.0,0.0,0.0,0.0
3343,"2020","Jammu And Kashmir","01","Kathua","007","Kathua",0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,0.0,"",13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1.0,36.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,8.0,4.0,0.0,6.0,0.0,0.0,0.0
3344,"2020","Jammu And Kashmir","01","Kishtwar","620","Kishtwar",0.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,"",5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
3345,"2020","Jammu And Kashmir","01","Kulgam","622","Kulgam",0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,"",63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
3346,"2020","Jammu And Kashmir","01","Kupwara","008","Kupwara",0.0,0.0,3.0,0.0,0.0,0.0,20.0,0.0,0.0,"",44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
3347,"2020","Jammu And Kashmir","01","Poonch","010","Poonch",0.0,0.0,1.0,0.0,0.0,0.0,10.0,15.0,0.0,"",14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,56.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0
3348,"2020","Jammu And Kashmir","01","Pulwama","011","Pulwama",0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,"",7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3349,"2020","Jammu And Kashmir","01","Jammu","005","Railways Jammu",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3350,"2020","Jammu And Kashmir","01","Jammu","005","Railways Kashmir",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3351,"2020","Jammu And Kashmir","01","Reasi","627","Railways Katra",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3352,"2020","Jammu And Kashmir","01","Rajouri","012","Rajouri",0.0,0.0,2.0,0.0,0.0,0.0,47.0,0.0,0.0,"",22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,16.0,0.0,0.0,61.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0
3353,"2020","Jammu And Kashmir","01","Ramban","621","Ramban",0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,"",9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,26.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
3354,"2020","Jammu And Kashmir","01","Reasi","627","Reasi",0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,0.0,"",6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,14.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
3355,"2020","Jammu And Kashmir","01","Samba","624","Samba",0.0,0.0,4.0,0.0,0.0,0.0,15.0,2.0,0.0,"",6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0
3356,"2020","Jammu And Kashmir","01","Shopian","625","Shopian",0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,"",22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,83.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
3357,"2020","Jammu And Kashmir","01","Baramulla","003","Sopore",0.0,0.0,2.0,0.0,0.0,0.0,7.0,22.0,0.0,"",22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
3358,"2020","Jammu And Kashmir","01","Srinagar","013","Srinagar",0.0,0.0,0.0,0.0,0.0,0.0,47.0,24.0,0.0,"",15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,186.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0
3359,"2020","Jammu And Kashmir","01","Udhampur","014","Udhampur",0.0,1.0,5.0,0.0,0.0,0.0,26.0,5.0,0.0,"",12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,2.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,5.0,0.0,0.0
3360,"2020","Ladakh","37","Kargil","006","Kargil",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3361,"2020","Ladakh","37","Leh Ladakh","009","Leh",0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3362,"2020","Lakshadweep","31","Lakshadweep District","553","Lakshadweep",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0
3363,"2020","Puducherry","34","Pondicherry","600","All Districts",0.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,10.0,11.0,0.0,0.0,0.0,0.0
3364,"2020","Puducherry","34","Karaikal","598","Karaikal",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3365,"2021","Andhra Pradesh","28","Ananthapuramu","502","Anantapur",0.0,9.0,37.0,1.0,0.0,0.0,375.0,5.0,0.0,"",2.0,1.0,29.0,0.0,2.0,2.0,0.0,0.0,21.0,12.0,29.0,83.0,372.0,9.0,59.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3366,"2021","Andhra Pradesh","28","Chittoor","503","Chittoor",0.0,18.0,25.0,0.0,0.0,0.0,321.0,0.0,0.0,"",0.0,1.0,0.0,0.0,9.0,2.0,0.0,0.0,13.0,9.0,5.0,0.0,107.0,4.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,53.0,24.0,0.0,0.0,0.0,0.0,0.0
3367,"2021","Andhra Pradesh","28","Y.S.R.","504","Cuddapah",0.0,3.0,5.0,0.0,0.0,0.0,330.0,8.0,0.0,"",0.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,8.0,5.0,0.0,20.0,187.0,5.0,100.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0
3368,"2021","Andhra Pradesh","28","East Godavari","505","East Godavari",0.0,11.0,26.0,3.0,0.0,0.0,442.0,34.0,0.0,"",3.0,5.0,2.0,0.0,1.0,1.0,0.0,0.0,70.0,6.0,12.0,48.0,403.0,1.0,68.0,40.0,4.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,19.0,4.0,9.0,0.0,0.0,0.0,0.0
3369,"2021","Andhra Pradesh","28","Ananthapuramu","502","Guntakal Railway",0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3370,"2021","Andhra Pradesh","28","Guntur","506","Guntur",1.0,3.0,44.0,0.0,0.0,1.0,614.0,48.0,0.0,"",1.0,3.0,5.0,0.0,3.0,0.0,0.0,0.0,16.0,10.0,16.0,48.0,289.0,7.0,262.0,72.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3371,"2021","Andhra Pradesh","28","Guntur","506","Guntur Urban",0.0,7.0,16.0,0.0,0.0,0.0,257.0,36.0,0.0,"",2.0,4.0,0.0,0.0,0.0,22.0,0.0,0.0,26.0,1.0,6.0,33.0,182.0,3.0,335.0,49.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
3372,"2021","Andhra Pradesh","28","Krishna","510","Krishna",0.0,7.0,24.0,0.0,0.0,1.0,372.0,53.0,0.0,"",2.0,2.0,0.0,0.0,2.0,4.0,0.0,0.0,27.0,5.0,7.0,39.0,323.0,3.0,208.0,47.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3373,"2021","Andhra Pradesh","28","Kurnool","511","Kurnool",0.0,7.0,49.0,8.0,1.0,0.0,334.0,0.0,0.0,"",62.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,7.0,42.0,379.0,0.0,418.0,13.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,18.0,0.0,0.0,0.0,0.0
3374,"2021","Andhra Pradesh","28","Sri Potti Sriramulu Nellore","515","Nellore",0.0,3.0,26.0,0.0,1.0,0.0,361.0,10.0,0.0,"",1.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,23.0,2.0,10.0,42.0,269.0,1.0,95.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
3375,"2021","Andhra Pradesh","28","Prakasam","517","Prakasham",1.0,6.0,26.0,0.0,0.0,0.0,394.0,0.0,0.0,"",3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,35.0,0.0,15.0,0.0,334.0,0.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,53.0,15.0,13.0,1.0,0.0,2.0,0.0
3376,"2021","Andhra Pradesh","28","East Godavari","505","Rajahmundry",0.0,4.0,9.0,0.0,0.0,0.0,261.0,19.0,0.0,"",1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,19.0,5.0,1.0,40.0,102.0,1.0,89.0,28.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
3377,"2021","Andhra Pradesh","28","Srikakulam","519","Srikakulam",0.0,6.0,18.0,0.0,0.0,0.0,211.0,5.0,0.0,"",0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,31.0,2.0,1.0,27.0,165.0,0.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3378,"2021","Andhra Pradesh","28","Tirupati","752","Tirupathi Urban",0.0,4.0,11.0,0.0,0.0,0.0,140.0,4.0,0.0,"",3.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,8.0,2.0,0.0,18.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,23.0,12.0,0.0,5.0,0.0,0.0,0.0
3379,"2021","Andhra Pradesh","28","Ntr","749","Vijayawada City",0.0,2.0,29.0,0.0,0.0,1.0,773.0,36.0,0.0,"",0.0,6.0,1.0,0.0,2.0,6.0,0.0,0.0,38.0,2.0,2.0,47.0,280.0,0.0,155.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
3380,"2021","Andhra Pradesh","28","Ntr","749","Vijayawada Railway",0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3381,"2021","Andhra Pradesh","28","Visakhapatnam","520","Visakha Rural",0.0,3.0,13.0,0.0,0.0,1.0,174.0,26.0,0.0,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,29.0,138.0,1.0,41.0,16.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3382,"2021","Andhra Pradesh","28","Visakhapatnam","520","Visakhapatnam",0.0,4.0,9.0,0.0,0.0,0.0,1105.0,18.0,0.0,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,1.0,0.0,61.0,433.0,0.0,78.0,41.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,13.0,1.0,3.0,0.0,3.0,0.0,0.0
3383,"2021","Andhra Pradesh","28","Vizianagaram","521","Vizianagaram",0.0,2.0,7.0,1.0,0.0,1.0,219.0,49.0,0.0,"",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,2.0,37.0,241.0,0.0,99.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,3.0,3.0,2.0,0.0,0.0,0.0
3384,"2021","Andhra Pradesh","28","West Godavari","523","West Godavari",0.0,8.0,20.0,0.0,0.0,0.0,407.0,7.0,0.0,"",7.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,37.0,0.0,14.0,0.0,305.0,0.0,12.0,0.0,0.0,0.0,0.0,3.0,0.0,9.0,0.0,4.0,3.0,97.0,11.0,24.0,0.0,1.0,0.0,0.0
3385,"2021","Arunachal Pradesh","12","Anjaw","628","Anjaw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3386,"2021","Arunachal Pradesh","12","Changlang","229","Changlang",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3387,"2021","Arunachal Pradesh","12","Papum Pare","237","Crime Branch",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3388,"2021","Arunachal Pradesh","12","Dibang Valley","230","Dibang Valley",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3389,"2021","Arunachal Pradesh","12","East Kameng","231","Kameng East",0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,"",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3390,"2021","Arunachal Pradesh","12","West Kameng","242","Kameng West",0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3391,"2021","Arunachal Pradesh","12","Kurung Kumey","233","Kurung Kumey",0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
3392,"2021","Arunachal Pradesh","12","Lohit","234","Lohit",0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3393,"2021","Arunachal Pradesh","12","Longding","666","Longding",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3394,"2021","Arunachal Pradesh","12","Lower Dibang Valley","235","Lower Dibang Valley",0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3395,"2021","Arunachal Pradesh","12","Papum Pare","237","Papum Pare City",0.0,0.0,0.0,0.0,0.0,0.0,81.0,26.0,0.0,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,26.0,19.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3396,"2021","Arunachal Pradesh","12","Papum Pare","237","Papum Pare Rural",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3397,"2021","Arunachal Pradesh","12","Lower Subansiri","236","Subansiri Lower",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
3398,"2021","Arunachal Pradesh","12","Upper Subansiri","241","Subansiri Upper",0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,"",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
