"id","year","state_name","state_code","district_name","district_code","registration_circles","murder_with_rape_gang_rape","dowry_deaths","abetment_to_suicide_of_women","miscarriage","acid_attack","attempt_to_acid_attack","cruelty_by_husband_or_his_relatives","kidnapping_and_abduction","kidnapping_abduction_in_order_to_murder","kidnapping_for_ransom","kidnp_and_abductn_of_women_above_18_for_marrg","kidnp_and_abductn_of_girls_below_18_for_marrg","procuration_of_minor_girls","importation_of_girls_from_foreign","kidnapping_and_abduction_of_women_others","human_trafficking","selling_of_minor_girls","buying_of_minor_girls","rape_women_above_18","rape_girls_below_18","attempt_to_commit_rape_above_18","attempt_to_commit_rape_girls_below_18","assault_on_womenabove_18","assault_on_women_below_18","insult_to_the_modesty_of_women_above_18","insult_to_the_modesty_of_women_below_18","dowry_prohibition","procuring_inducing_children_for_the_sake_of_prostitution","detaining_a_prsn_in_premises_where_prost_is_carried","prostitution_in_or_in_the_vicinity_of_public_places","seducing_or_soliciting_for_purpose_of_prostitution","other_sections_under_itp_act","protection_of_women_from_domestic_violence","publshng_or_transmitting_of_sexually_explicit_mtrl","other_women_centric_cyber_crimes","child_rape","sexual_assault_of_children","child_sexual_harassment","use_of_child_for_pornography","offences_of_pocso_act","pocso_act_unnatural_offences","indecent_representation_of_women"
1592,"2018","West Bengal","19","Purulia","321","Purulia",1.0,4.0,8.0,0.0,0.0,0.0,166.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,13.0,0.0,104.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,9.0,1.0,0.0,0.0,0.0,0.0
1593,"2018","West Bengal","19","Kolkata","315","Sealdah Grp",0.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0
1594,"2018","West Bengal","19","Darjeeling","309","Siliguri Grp",0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1595,"2018","West Bengal","19","Darjeeling","309","Siliguri Pc",0.0,5.0,5.0,0.0,0.0,0.0,575.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,0.0,0.0,44.0,0.0,6.0,0.0,117.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,49.0,16.0,9.0,0.0,0.0,0.0,0.0
1596,"2018","West Bengal","19","Uttar Dinajpur","311","Uttar Dinajpur",0.0,10.0,19.0,1.0,1.0,0.0,244.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,3.0,0.0,0.0,42.0,4.0,39.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,55.0,8.0,4.0,0.0,0.0,0.0,0.0
1597,"2018","West Bengal","19","South 24 Parganas","304","Baruipur Police",0.0,31.0,11.0,0.0,2.0,0.0,1697.0,150.0,0.0,0.0,2.0,0.0,3.0,0.0,19.0,0.0,0.0,0.0,53.0,92.0,41.0,0.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0
1598,"2018","West Bengal","19","Hooghly","312","Chandannagar Pc",0.0,8.0,8.0,0.0,0.0,0.0,421.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,4.0,3.0,1.0,0.0,37.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,23.0,13.0,1.0,0.0,0.0,0.0,0.0
1599,"2018","West Bengal","19","South 24 Parganas","304","Diamond Harbour Police",0.0,10.0,12.0,0.0,2.0,0.0,720.0,123.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,42.0,5.0,15.0,0.0,76.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,36.0,15.0,5.0,0.0,0.0,0.0,0.0
1600,"2018","West Bengal","19","Kalimpong","702","Kalimpong",0.0,0.0,2.0,0.0,0.0,0.0,38.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,20.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,2.0,0.0,4.0,0.0,0.0
1601,"2018","West Bengal","19","Purba Bardhaman","306","Purba Bardhaman",0.0,30.0,30.0,0.0,1.0,0.0,471.0,173.0,1.0,0.0,8.0,0.0,4.0,0.0,10.0,3.0,0.0,0.0,28.0,23.0,38.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,12.0,1.0,0.0,0.0,0.0,0.0
1602,"2018","West Bengal","19","South 24 Parganas","304","Sundarban Police",0.0,10.0,5.0,2.0,1.0,0.0,631.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,0.0,3.0,0.0,16.0,14.0,13.0,0.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,21.0,3.0,0.0,0.0,0.0,0.0
1603,"2018","West Bengal","19","North 24 Parganas","303","Barasat",0.0,24.0,33.0,0.0,2.0,0.0,1315.0,467.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,45.0,0.0,37.0,0.0,122.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,80.0,22.0,12.0,0.0,0.0,0.0,0.0
1604,"2018","West Bengal","19","North 24 Parganas","303","Basirhat",0.0,12.0,0.0,0.0,2.0,1.0,694.0,260.0,0.0,0.0,22.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,39.0,0.0,10.0,0.0,42.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2.0,3.0,0.0,0.0,0.0,0.0
1605,"2018","Andaman And Nicobar Islands","35","South Andamans","602","South Andaman",0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,12.0,19.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,12.0,1.0,0.0,0.0,0.0,0.0
1606,"2018","Andaman And Nicobar Islands","35","Nicobars","603","Nicobar",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0
1607,"2018","Chandigarh","04","Chandigarh","044","Chandigarh",0.0,6.0,3.0,0.0,0.0,1.0,93.0,98.0,0.0,1.0,6.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,33.0,29.0,3.0,53.0,78.0,6.0,2.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1608,"2018","The Dadra And Nagar Haveli And Daman And Diu","38","Dadra And Nagar Haveli","465","Dadra And Nagar Haveli",0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,1.0,0.0,0.0,0.0,0.0
1609,"2018","The Dadra And Nagar Haveli And Daman And Diu","38","Daman","463","Daman",0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1610,"2018","The Dadra And Nagar Haveli And Daman And Diu","38","Diu","464","Diu",0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1611,"2018","Delhi","07","Central","077","Central",0.0,9.0,0.0,0.0,1.0,0.0,101.0,151.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,67.0,0.0,0.0,0.0,171.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,28.0,5.0,0.0,0.0,1.0,0.0
1612,"2018","Delhi","07","North West","082","Crime Branch",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1613,"2018","Delhi","07","East","078","East",0.0,4.0,3.0,0.0,0.0,0.0,269.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,0.0,0.0,110.0,0.0,0.0,0.0,173.0,0.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,58.0,1.0,0.0,0.0,0.0,0.0
1614,"2018","Delhi","07","New Delhi","079","Economic Offences Wing",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1615,"2018","Delhi","07","New Delhi","079","Igi Airport",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
1616,"2018","Delhi","07","North West","082","Metro",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1617,"2018","Delhi","07","New Delhi","079","New Delhi",0.0,0.0,0.0,0.0,0.0,0.0,21.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,51.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0
1618,"2018","Delhi","07","North","080","North",0.0,3.0,1.0,1.0,0.0,0.0,164.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,138.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,26.0,19.0,2.0,0.0,0.0,0.0,0.0
1619,"2018","Delhi","07","North East","081","North-East",0.0,18.0,4.0,0.0,0.0,1.0,287.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,81.0,1.0,1.0,0.0,180.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,71.0,58.0,2.0,0.0,0.0,0.0,0.0
1620,"2018","Delhi","07","North West","082","North-West",1.0,14.0,3.0,0.0,2.0,1.0,353.0,316.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,11.0,0.0,0.0,138.0,0.0,0.0,0.0,191.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,93.0,71.0,4.0,0.0,0.0,0.0,0.0
1621,"2018","Delhi","07","North West","082","Outer",0.0,24.0,5.0,2.0,1.0,3.0,409.0,472.0,0.0,1.0,2.0,0.0,0.0,0.0,45.0,4.0,0.0,0.0,108.0,0.0,0.0,0.0,274.0,0.0,37.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,122.0,97.0,19.0,0.0,0.0,0.0,0.0
1622,"2018","Delhi","07","New Delhi","079","Railway",0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1623,"2018","Delhi","07","South","083","South",0.0,15.0,5.0,0.0,0.0,0.0,250.0,290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,2.0,0.0,212.0,0.0,49.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,57.0,36.0,3.0,0.0,0.0,0.0,0.0
1624,"2018","Delhi","07","South East","670","South-East",0.0,16.0,2.0,1.0,0.0,1.0,174.0,299.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,105.0,0.0,3.0,0.0,244.0,0.0,57.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,83.0,54.0,4.0,0.0,0.0,0.0,0.0
1625,"2018","Delhi","07","South West","084","South-West",0.0,7.0,0.0,0.0,0.0,0.0,109.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,2.0,0.0,0.0,95.0,0.0,1.0,0.0,199.0,0.0,63.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,66.0,42.0,1.0,0.0,0.0,0.0,0.0
1626,"2018","Delhi","07","North West","082","Spl Cell",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1627,"2018","Delhi","07","New Delhi","079","Spuwac",0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1628,"2018","Delhi","07","New Delhi","079","Vigilance",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1629,"2018","Delhi","07","West","085","West",1.0,7.0,5.0,0.0,0.0,2.0,381.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,0.0,0.0,92.0,0.0,1.0,0.0,216.0,0.0,55.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,77.0,38.0,1.0,0.0,0.0,0.0,0.0
1630,"2018","Delhi","07","North West","082","Rohini",0.0,10.0,7.0,0.0,1.0,0.0,345.0,368.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,93.0,0.0,1.0,0.0,214.0,0.0,58.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,101.0,61.0,5.0,0.0,0.0,1.0,0.0
1631,"2018","Delhi","07","Shahdara","671","Shahdara",1.0,8.0,4.0,0.0,0.0,1.0,162.0,155.0,0.0,0.0,3.0,0.0,1.0,0.0,9.0,2.0,0.0,0.0,59.0,1.0,0.0,0.0,152.0,0.0,33.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,45.0,4.0,0.0,0.0,0.0,0.0
1632,"2018","Delhi","07","South West","084","Dwarka",0.0,18.0,5.0,0.0,0.0,1.0,304.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,103.0,0.0,1.0,0.0,245.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,67.0,16.0,0.0,0.0,0.0,0.0
1633,"2018","Lakshadweep","31","Lakshadweep District","553","Lakshadweep",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0
1634,"2018","Puducherry","34","Karaikal","598","Karaikal",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1635,"2018","Puducherry","34","Pondicherry","600","Puducherry",0.0,0.0,1.0,0.0,0.0,0.0,8.0,14.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,60.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,9.0,0.0,0.0,0.0,0.0,0.0
1636,"2019","Andhra Pradesh","28","Ananthapuramu","502","Anantapur",1.0,11.0,38.0,0.0,0.0,0.0,394.0,3.0,1.0,"",9.0,0.0,13.0,0.0,0.0,3.0,0.0,0.0,28.0,18.0,20.0,55.0,311.0,4.0,70.0,29.0,1.0,9.0,0.0,3.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0
1637,"2019","Andhra Pradesh","28","Chittoor","503","Chittoor",0.0,4.0,35.0,0.0,0.0,0.0,274.0,1.0,0.0,"",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,9.0,7.0,11.0,200.0,2.0,40.0,18.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0
1638,"2019","Andhra Pradesh","28","Y.S.R.","504","Cuddapah",1.0,7.0,16.0,0.0,0.0,1.0,337.0,1.0,0.0,"",2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,33.0,2.0,8.0,8.0,242.0,2.0,65.0,8.0,41.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,1.0,2.0,1.0,0.0,0.0,0.0
1639,"2019","Andhra Pradesh","28","East Godavari","505","East Godavari",2.0,11.0,22.0,0.0,0.0,1.0,476.0,21.0,4.0,"",1.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,51.0,4.0,5.0,41.0,331.0,1.0,45.0,18.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0
1640,"2019","Andhra Pradesh","28","Ananthapuramu","502","Guntakal Railway",0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1641,"2019","Andhra Pradesh","28","Guntur","506","Guntur",0.0,5.0,37.0,2.0,1.0,0.0,869.0,54.0,0.0,"",1.0,2.0,13.0,0.0,0.0,1.0,0.0,0.0,29.0,11.0,15.0,75.0,375.0,11.0,354.0,49.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1642,"2019","Andhra Pradesh","28","Guntur","506","Guntur Urban",0.0,5.0,28.0,0.0,0.0,0.0,524.0,20.0,0.0,"",0.0,6.0,1.0,0.0,1.0,6.0,0.0,0.0,14.0,1.0,2.0,38.0,194.0,2.0,78.0,22.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1643,"2019","Andhra Pradesh","28","Krishna","510","Krishna",0.0,11.0,22.0,2.0,0.0,0.0,791.0,102.0,0.0,"",0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,32.0,4.0,23.0,55.0,275.0,6.0,178.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1644,"2019","Andhra Pradesh","28","Kurnool","511","Kurnool",0.0,8.0,69.0,0.0,0.0,0.0,199.0,0.0,0.0,"",11.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,5.0,38.0,402.0,1.0,364.0,0.0,400.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,38.0,14.0,28.0,0.0,0.0,0.0,0.0
1645,"2019","Andhra Pradesh","28","Sri Potti Sriramulu Nellore","515","Nellore",1.0,2.0,15.0,0.0,0.0,0.0,447.0,4.0,0.0,"",4.0,8.0,0.0,0.0,0.0,17.0,0.0,0.0,15.0,3.0,6.0,38.0,196.0,5.0,28.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1646,"2019","Andhra Pradesh","28","Prakasam","517","Prakasham",0.0,9.0,29.0,6.0,2.0,0.0,627.0,3.0,1.0,"",1.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,31.0,2.0,21.0,0.0,191.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,8.0,39.0,0.0,0.0,0.0,0.0
1647,"2019","Andhra Pradesh","28","East Godavari","505","Rajahmundry",0.0,2.0,11.0,0.0,0.0,0.0,238.0,7.0,0.0,"",0.0,3.0,4.0,0.0,2.0,18.0,0.0,0.0,21.0,0.0,3.0,30.0,130.0,1.0,74.0,15.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1648,"2019","Andhra Pradesh","28","Srikakulam","519","Srikakulam",0.0,4.0,15.0,1.0,0.0,0.0,212.0,10.0,0.0,"",2.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,19.0,2.0,0.0,32.0,143.0,0.0,43.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1649,"2019","Andhra Pradesh","28","Tirupati","752","Tirupathi Urban",0.0,2.0,5.0,0.0,0.0,0.0,89.0,1.0,0.0,"",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,3.0,16.0,70.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1650,"2019","Andhra Pradesh","28","Ntr","749","Vijayawada City",1.0,5.0,2.0,0.0,0.0,0.0,594.0,21.0,0.0,"",0.0,3.0,4.0,1.0,5.0,14.0,0.0,0.0,22.0,4.0,2.0,35.0,175.0,5.0,100.0,41.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1651,"2019","Andhra Pradesh","28","Ntr","749","Vijayawada Railway",0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1652,"2019","Andhra Pradesh","28","Visakhapatnam","520","Visakha Rural",0.0,6.0,17.0,0.0,0.0,0.0,141.0,33.0,0.0,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,21.0,145.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1653,"2019","Andhra Pradesh","28","Visakhapatnam","520","Visakhapatnam",0.0,9.0,8.0,0.0,0.0,0.0,585.0,67.0,1.0,"",0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,72.0,0.0,1.0,26.0,235.0,0.0,137.0,17.0,26.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0
1654,"2019","Andhra Pradesh","28","Vizianagaram","521","Vizianagaram",0.0,4.0,12.0,2.0,0.0,1.0,274.0,12.0,0.0,"",0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,25.0,115.0,0.0,46.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,27.0,1.0,13.0,0.0,0.0,0.0,0.0
1655,"2019","Andhra Pradesh","28","West Godavari","523","West Godavari",0.0,7.0,22.0,0.0,0.0,0.0,779.0,21.0,0.0,"",6.0,4.0,0.0,0.0,24.0,1.0,0.0,0.0,65.0,3.0,11.0,0.0,388.0,4.0,110.0,0.0,2.0,1.0,1.0,2.0,0.0,19.0,0.0,0.0,0.0,85.0,24.0,87.0,0.0,0.0,0.0,0.0
1656,"2019","Arunachal Pradesh","12","Anjaw","628","Anjaw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1657,"2019","Arunachal Pradesh","12","Changlang","229","Changlang",0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,"",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1658,"2019","Arunachal Pradesh","12","Papum Pare","237","Crime Branch",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
